customer_id,email,phone_number,source_vendor,last_event_time,last_ingested_at
CUST-00488,user231@example.com,+2348071101892,vendor_b,2023-01-30 13:17:55+00:00,2026-02-19 15:51:13+00:00
CUST-00493,user1314@mail.com,+2348018214317,vendor_a,2023-01-11 14:36:00+00:00,2026-02-19 15:51:13+00:00
CUST-00495,user1128@mail.com,+2348051517572,vendor_b,2023-03-15 12:52:39+00:00,2026-02-19 15:51:13+00:00
CUST-00498,user1428@shop.ng,+2348086135229,vendor_a,2023-07-04 01:06:00+00:00,2026-02-19 15:51:13+00:00
CUST-00499,user924@pulse.africa,,vendor_b,2023-05-01 12:09:08+00:00,2026-02-19 15:51:13+00:00
CUST-00501,user444@shop.ng,+2348047469681,vendor_a,2023-02-13 03:36:00+00:00,2026-02-19 15:51:13+00:00
CUST-00502,user809@shop.ng,+2348072628704,vendor_a,2023-03-04 22:45:00+00:00,2026-02-19 15:51:13+00:00
CUST-00503,user274@shop.ng,+2348070681408,vendor_a,2023-01-25 18:26:00+00:00,2026-02-19 15:51:13+00:00
CUST-00505,user1355@pulse.africa,+2348046688997,vendor_b,2023-10-21 23:31:44+00:00,2026-02-19 15:51:13+00:00
CUST-00507,user836@pulse.africa,+2348021602526,vendor_b,2023-09-13 18:36:33+00:00,2026-02-19 15:51:13+00:00
CUST-00511,user1447@mail.com,+2348099839973,vendor_a,2023-11-15 05:23:00+00:00,2026-02-19 15:51:13+00:00
CUST-00512,user727@pulse.africa,+2348067139083,vendor_a,2023-05-02 14:04:00+00:00,2026-02-19 15:51:13+00:00
CUST-00515,user247@mail.com,+2348046904845,vendor_a,2023-09-08 01:42:00+00:00,2026-02-19 15:51:13+00:00
CUST-00522,user1202@shop.ng,+2348022690720,vendor_b,2023-10-29 07:26:39+00:00,2026-02-19 15:51:13+00:00
CUST-00524,user319@pulse.africa,+2348095133532,vendor_b,2023-09-30 13:20:57+00:00,2026-02-19 15:51:13+00:00
CUST-00526,,+2348084195414,vendor_a,2023-11-05 12:36:00+00:00,2026-02-19 15:51:13+00:00
CUST-00530,user1228@example.com,+2348098817918,vendor_a,2023-02-22 07:43:00+00:00,2026-02-19 15:51:13+00:00
CUST-00533,user9@example.com,,vendor_a,2023-09-27 07:06:00+00:00,2026-02-19 15:51:13+00:00
CUST-00535,user178@example.com,,vendor_b,2023-08-22 15:27:31+00:00,2026-02-19 15:51:13+00:00
CUST-00536,,+2348039210851,vendor_b,2023-12-16 00:37:07+00:00,2026-02-19 15:51:13+00:00
CUST-00537,user747@example.com,+2348020340310,vendor_a,2023-08-18 00:20:00+00:00,2026-02-19 15:51:13+00:00
CUST-00538,user1121@shop.ng,+2348049829248,vendor_b,2023-09-29 13:32:03+00:00,2026-02-19 15:51:13+00:00
CUST-00539,user683@shop.ng,,vendor_b,2023-02-18 14:02:18+00:00,2026-02-19 15:51:13+00:00
CUST-00541,user279@shop.ng,+2348065236368,vendor_b,2023-01-03 01:16:25+00:00,2026-02-19 15:51:13+00:00
CUST-00545,user1401@pulse.africa,,vendor_b,2023-09-02 07:41:00+00:00,2026-02-19 15:51:13+00:00
CUST-00546,user24@shop.ng,+2348068415071,vendor_a,2023-08-09 12:15:00+00:00,2026-02-19 15:51:13+00:00
CUST-00547,user51@example.com,,vendor_a,2023-05-11 03:23:00+00:00,2026-02-19 15:51:13+00:00
CUST-00550,user469@mail.com,+2348030869120,vendor_b,2023-12-16 05:17:18+00:00,2026-02-19 15:51:13+00:00
CUST-00552,,+2348055172233,vendor_b,2023-11-26 16:31:11+00:00,2026-02-19 15:51:13+00:00
CUST-00553,user713@example.com,,vendor_a,2023-12-29 22:56:00+00:00,2026-02-19 15:51:13+00:00
CUST-00555,user988@pulse.africa,+2348076080806,vendor_b,2023-03-02 13:59:02+00:00,2026-02-19 15:51:13+00:00
CUST-00559,user1336@mail.com,+2348074826670,vendor_b,2023-10-15 14:03:50+00:00,2026-02-19 15:51:13+00:00
CUST-00562,user623@pulse.africa,+2348087844239,vendor_b,2023-05-07 16:14:42+00:00,2026-02-19 15:51:13+00:00
CUST-00563,user1472@shop.ng,+2348096626846,vendor_b,2023-07-07 21:39:13+00:00,2026-02-19 15:51:13+00:00
CUST-00565,user863@mail.com,+2348040143583,vendor_a,2023-03-20 22:42:00+00:00,2026-02-19 15:51:13+00:00
CUST-00567,user1487@pulse.africa,,vendor_b,2023-03-15 01:02:15+00:00,2026-02-19 15:51:13+00:00
CUST-00569,user3@shop.ng,+2348093312959,vendor_b,2023-02-02 14:04:57+00:00,2026-02-19 15:51:13+00:00
CUST-00571,user528@pulse.africa,,vendor_b,2023-04-27 12:31:16+00:00,2026-02-19 15:51:13+00:00
CUST-00573,user713@pulse.africa,+2348047112255,vendor_b,2023-10-30 19:04:40+00:00,2026-02-19 15:51:13+00:00
CUST-00576,user1014@shop.ng,+2348065784972,vendor_b,2023-04-23 04:08:06+00:00,2026-02-19 15:51:13+00:00
CUST-00577,user846@mail.com,+2348078676872,vendor_b,2023-05-15 02:54:55+00:00,2026-02-19 15:51:13+00:00
CUST-00579,user1233@example.com,+2348045372528,vendor_b,2023-12-10 20:51:25+00:00,2026-02-19 15:51:13+00:00
CUST-00581,user167@mail.com,,vendor_a,2023-06-30 08:01:00+00:00,2026-02-19 15:51:13+00:00
CUST-00584,user27@example.com,+2348067508694,vendor_a,2023-09-11 23:10:00+00:00,2026-02-19 15:51:13+00:00
CUST-00585,user50@shop.ng,+2348028605786,vendor_a,2023-05-20 04:34:00+00:00,2026-02-19 15:51:13+00:00
CUST-00586,,+2348066606976,vendor_a,2023-09-14 21:32:00+00:00,2026-02-19 15:51:13+00:00
CUST-00587,user697@shop.ng,,vendor_a,2023-09-05 21:23:00+00:00,2026-02-19 15:51:13+00:00
CUST-00589,user1433@pulse.africa,,vendor_b,2023-12-16 23:52:50+00:00,2026-02-19 15:51:13+00:00
CUST-00593,user1209@example.com,+2348016383481,vendor_b,2023-07-11 16:54:26+00:00,2026-02-19 15:51:13+00:00
CUST-00594,user605@mail.com,+2348040872577,vendor_b,2023-06-30 23:28:21+00:00,2026-02-19 15:51:13+00:00
CUST-00596,user1209@mail.com,+2348084033693,vendor_a,2023-12-13 03:29:00+00:00,2026-02-19 15:51:13+00:00
CUST-00599,,+2348027719312,vendor_b,2023-05-11 06:45:42+00:00,2026-02-19 15:51:13+00:00
CUST-00601,user1360@example.com,,vendor_a,2023-03-23 13:49:00+00:00,2026-02-19 15:51:13+00:00
CUST-00603,user745@pulse.africa,+2348092362416,vendor_b,2023-07-29 07:03:03+00:00,2026-02-19 15:51:13+00:00
CUST-00604,user1380@example.com,+2348057623448,vendor_a,2023-11-29 02:27:00+00:00,2026-02-19 15:51:13+00:00
CUST-00607,user56@example.com,+2348028213276,vendor_b,2023-11-28 10:42:41+00:00,2026-02-19 15:51:13+00:00
CUST-00608,user740@shop.ng,,vendor_b,2023-01-12 04:35:54+00:00,2026-02-19 15:51:13+00:00
CUST-00610,user968@example.com,+2348021823343,vendor_b,2023-04-10 14:03:38+00:00,2026-02-19 15:51:13+00:00
CUST-00611,,+2348062933653,vendor_a,2023-07-27 12:45:00+00:00,2026-02-19 15:51:13+00:00
CUST-00612,user979@mail.com,+2348067105644,vendor_b,2023-11-14 20:58:29+00:00,2026-02-19 15:51:13+00:00
CUST-00615,user269@example.com,+2348064662975,vendor_b,2023-03-29 21:49:35+00:00,2026-02-19 15:51:13+00:00
CUST-00620,user372@pulse.africa,+2348064651149,vendor_a,2023-09-27 14:56:00+00:00,2026-02-19 15:51:13+00:00
CUST-00621,user856@shop.ng,,vendor_a,2023-11-04 22:32:00+00:00,2026-02-19 15:51:13+00:00
CUST-00624,user509@pulse.africa,+2348056017729,vendor_a,2023-09-26 16:12:00+00:00,2026-02-19 15:51:13+00:00
CUST-00625,user275@example.com,,vendor_b,2023-11-16 15:17:50+00:00,2026-02-19 15:51:13+00:00
CUST-00626,user31@example.com,+2348045448743,vendor_b,2023-07-06 08:54:59+00:00,2026-02-19 15:51:13+00:00
CUST-00627,,+2348094420078,vendor_b,2023-11-15 13:25:17+00:00,2026-02-19 15:51:13+00:00
CUST-00631,user551@pulse.africa,+2348091604268,vendor_b,2023-10-17 13:48:40+00:00,2026-02-19 15:51:13+00:00
CUST-00632,user1180@shop.ng,+2348073561767,vendor_b,2023-09-09 14:41:29+00:00,2026-02-19 15:51:13+00:00
CUST-00634,user1483@pulse.africa,+2348029258428,vendor_b,2023-08-05 06:14:50+00:00,2026-02-19 15:51:13+00:00
CUST-00639,user946@pulse.africa,+2348037479430,vendor_b,2023-12-22 00:08:48+00:00,2026-02-19 15:51:13+00:00
CUST-00642,user1104@mail.com,,vendor_a,2023-11-13 21:22:00+00:00,2026-02-19 15:51:13+00:00
CUST-00644,user844@shop.ng,+2348021635070,vendor_b,2023-10-28 09:10:27+00:00,2026-02-19 15:51:13+00:00
CUST-00646,user997@example.com,+2348068785183,vendor_b,2023-09-09 13:51:51+00:00,2026-02-19 15:51:13+00:00
CUST-00647,,+2348075214412,vendor_a,2023-10-08 19:39:00+00:00,2026-02-19 15:51:13+00:00
CUST-00653,,+2348044475383,vendor_b,2023-10-24 03:02:11+00:00,2026-02-19 15:51:13+00:00
CUST-00657,user1375@mail.com,,vendor_a,2023-10-02 12:49:00+00:00,2026-02-19 15:51:13+00:00
CUST-00658,,+2348022694785,vendor_b,2023-12-13 14:57:11+00:00,2026-02-19 15:51:13+00:00
CUST-00662,user531@pulse.africa,+2348086951198,vendor_a,2023-12-12 18:22:00+00:00,2026-02-19 15:51:13+00:00
CUST-00664,user101@mail.com,+2348069588589,vendor_b,2023-12-11 18:33:34+00:00,2026-02-19 15:51:13+00:00
CUST-00666,,+2348081621574,vendor_b,2023-12-04 18:11:40+00:00,2026-02-19 15:51:13+00:00
CUST-00667,user195@mail.com,,vendor_b,2023-09-28 13:32:58+00:00,2026-02-19 15:51:13+00:00
CUST-00668,user615@example.com,+2348027976656,vendor_b,2023-10-16 03:04:55+00:00,2026-02-19 15:51:13+00:00
CUST-00670,user228@mail.com,,vendor_b,2023-03-02 14:36:22+00:00,2026-02-19 15:51:13+00:00
CUST-00671,user329@example.com,,vendor_a,2023-01-24 06:36:00+00:00,2026-02-19 15:51:13+00:00
CUST-00673,user1235@mail.com,+2348088213973,vendor_b,2023-12-23 11:47:27+00:00,2026-02-19 15:51:13+00:00
CUST-00674,user155@pulse.africa,+2348083908190,vendor_a,2023-06-22 00:06:00+00:00,2026-02-19 15:51:13+00:00
CUST-00675,user1452@pulse.africa,,vendor_b,2023-12-25 15:25:44+00:00,2026-02-19 15:51:13+00:00
CUST-00676,user422@example.com,,vendor_b,2023-10-28 01:33:49+00:00,2026-02-19 15:51:13+00:00
CUST-00677,user1089@pulse.africa,+2348087568641,vendor_b,2023-03-10 10:03:38+00:00,2026-02-19 15:51:13+00:00
CUST-00678,user406@shop.ng,,vendor_b,2023-06-24 22:59:55+00:00,2026-02-19 15:51:13+00:00
CUST-00679,user124@mail.com,+2348014898870,vendor_b,2023-12-30 02:20:29+00:00,2026-02-19 15:51:13+00:00
CUST-00681,user1408@mail.com,+2348061202173,vendor_a,2023-07-22 06:53:00+00:00,2026-02-19 15:51:13+00:00
CUST-00685,user950@mail.com,+2348022861395,vendor_a,2023-03-01 20:40:00+00:00,2026-02-19 15:51:13+00:00
CUST-00688,user540@shop.ng,+2348041374192,vendor_a,2023-10-10 04:40:00+00:00,2026-02-19 15:51:13+00:00
CUST-00690,user107@pulse.africa,+2348064609958,vendor_a,2023-12-09 03:32:00+00:00,2026-02-19 15:51:13+00:00
CUST-00691,user1073@mail.com,,vendor_a,2023-07-06 06:43:00+00:00,2026-02-19 15:51:13+00:00
CUST-00692,,+2348021558774,vendor_b,2023-08-11 22:50:27+00:00,2026-02-19 15:51:13+00:00
CUST-00693,user31@shop.ng,+2348087875353,vendor_b,2023-03-21 23:25:56+00:00,2026-02-19 15:51:13+00:00
CUST-00695,user866@shop.ng,+2348023171952,vendor_a,2023-05-17 00:16:00+00:00,2026-02-19 15:51:13+00:00
CUST-00698,user80@shop.ng,+2348054492381,vendor_a,2023-12-26 04:57:00+00:00,2026-02-19 15:51:13+00:00
CUST-00699,user666@shop.ng,+2348062190363,vendor_b,2023-12-16 21:54:29+00:00,2026-02-19 15:51:13+00:00
CUST-00700,user1195@mail.com,+2348095618110,vendor_a,2023-04-24 22:23:00+00:00,2026-02-19 15:51:13+00:00
CUST-00701,user1113@example.com,,vendor_a,2023-12-14 12:03:00+00:00,2026-02-19 15:51:13+00:00
CUST-00702,user387@mail.com,+2348056142700,vendor_a,2023-08-10 11:50:00+00:00,2026-02-19 15:51:13+00:00
CUST-00703,,,vendor_b,2023-12-01 15:50:24+00:00,2026-02-19 15:51:13+00:00
CUST-00705,user558@example.com,+2348060715072,vendor_b,2023-11-04 07:51:20+00:00,2026-02-19 15:51:13+00:00
CUST-00706,user1427@shop.ng,+2348086546634,vendor_a,2023-04-26 20:42:00+00:00,2026-02-19 15:51:13+00:00
CUST-00707,user181@shop.ng,+2348042657384,vendor_a,2023-06-19 09:51:00+00:00,2026-02-19 15:51:13+00:00
CUST-00708,user998@shop.ng,+2348023631328,vendor_b,2023-09-14 20:15:22+00:00,2026-02-19 15:51:13+00:00
CUST-00709,user998@pulse.africa,+2348023831159,vendor_a,2023-07-30 04:54:00+00:00,2026-02-19 15:51:13+00:00
CUST-00710,user578@mail.com,,vendor_b,2023-11-27 02:36:48+00:00,2026-02-19 15:51:13+00:00
CUST-00712,user1428@shop.ng,+2348078797888,vendor_b,2023-08-03 02:14:49+00:00,2026-02-19 15:51:13+00:00
CUST-00713,user806@shop.ng,+2348013343647,vendor_b,2023-11-19 07:10:05+00:00,2026-02-19 15:51:13+00:00
CUST-00714,user338@shop.ng,+2348088112812,vendor_a,2023-06-15 12:34:00+00:00,2026-02-19 15:51:13+00:00
CUST-00716,user1061@mail.com,+2348019587874,vendor_b,2023-05-09 23:10:16+00:00,2026-02-19 15:51:13+00:00
CUST-00717,user443@example.com,+2348060390396,vendor_b,2023-08-04 22:24:59+00:00,2026-02-19 15:51:13+00:00
CUST-00718,,,vendor_b,2023-07-09 05:43:45+00:00,2026-02-19 15:51:13+00:00
CUST-00720,user475@example.com,+2348021866994,vendor_b,2023-01-10 11:32:40+00:00,2026-02-19 15:51:13+00:00
CUST-00721,user805@example.com,+2348097120361,vendor_a,2023-08-25 10:18:00+00:00,2026-02-19 15:51:13+00:00
CUST-00726,user1243@shop.ng,+2348099597988,vendor_a,2023-10-04 22:31:00+00:00,2026-02-19 15:51:13+00:00
CUST-00728,user1061@shop.ng,,vendor_a,2023-02-08 19:59:00+00:00,2026-02-19 15:51:13+00:00
CUST-00730,user1135@pulse.africa,,vendor_a,2023-12-28 09:03:00+00:00,2026-02-19 15:51:13+00:00
CUST-00731,user1015@example.com,+2348068700864,vendor_b,2023-07-05 00:44:23+00:00,2026-02-19 15:51:13+00:00
CUST-00732,user668@example.com,+2348081503899,vendor_b,2023-11-03 07:57:01+00:00,2026-02-19 15:51:13+00:00
CUST-00738,user506@shop.ng,+2348053973507,vendor_a,2023-10-16 22:05:00+00:00,2026-02-19 15:51:13+00:00
CUST-00739,user589@shop.ng,+2348086276344,vendor_b,2023-12-30 23:33:35+00:00,2026-02-19 15:51:13+00:00
CUST-00740,,+2348054733168,vendor_b,2023-03-27 22:45:32+00:00,2026-02-19 15:51:13+00:00
CUST-00741,user1179@pulse.africa,,vendor_b,2023-12-07 14:55:00+00:00,2026-02-19 15:51:13+00:00
CUST-00744,user1186@pulse.africa,,vendor_a,2023-03-26 18:16:00+00:00,2026-02-19 15:51:13+00:00
CUST-00747,user200@pulse.africa,+2348082788896,vendor_b,2023-09-09 05:00:48+00:00,2026-02-19 15:51:13+00:00
CUST-00748,user641@shop.ng,+2348073142083,vendor_b,2023-10-08 16:53:07+00:00,2026-02-19 15:51:13+00:00
CUST-00750,user334@mail.com,+2348075063976,vendor_a,2023-07-04 23:00:00+00:00,2026-02-19 15:51:13+00:00
CUST-00751,user1166@shop.ng,,vendor_a,2023-07-27 18:25:00+00:00,2026-02-19 15:51:13+00:00
CUST-00753,user1275@shop.ng,+2348080825861,vendor_a,2023-09-07 05:53:00+00:00,2026-02-19 15:51:13+00:00
CUST-00756,user261@shop.ng,+2348076203738,vendor_b,2023-06-18 06:00:28+00:00,2026-02-19 15:51:13+00:00
CUST-00757,user78@pulse.africa,+2348092950779,vendor_b,2023-10-25 13:05:36+00:00,2026-02-19 15:51:13+00:00
CUST-00758,user45@shop.ng,+2348038925378,vendor_b,2023-08-13 16:53:28+00:00,2026-02-19 15:51:13+00:00
CUST-00764,user1183@pulse.africa,+2348038165011,vendor_a,2023-03-21 16:28:00+00:00,2026-02-19 15:51:13+00:00
CUST-00765,user1165@example.com,,vendor_a,2023-01-13 13:49:00+00:00,2026-02-19 15:51:13+00:00
CUST-00766,user1112@mail.com,+2348016436549,vendor_b,2023-07-13 06:06:15+00:00,2026-02-19 15:51:13+00:00
CUST-00770,user1434@mail.com,,vendor_a,2023-11-23 15:49:00+00:00,2026-02-19 15:51:13+00:00
CUST-00771,user479@shop.ng,+2348062354374,vendor_a,2023-03-23 21:19:00+00:00,2026-02-19 15:51:13+00:00
CUST-00773,user1290@mail.com,,vendor_b,2023-10-26 17:38:36+00:00,2026-02-19 15:51:13+00:00
CUST-00778,user1020@example.com,+2348053872657,vendor_b,2023-12-03 02:25:18+00:00,2026-02-19 15:51:13+00:00
CUST-00779,user580@example.com,+2348049761527,vendor_b,2023-03-31 12:46:13+00:00,2026-02-19 15:51:13+00:00
CUST-00782,user433@pulse.africa,+2348031079846,vendor_a,2023-08-05 17:37:00+00:00,2026-02-19 15:51:13+00:00
CUST-00784,user213@pulse.africa,+2348021316066,vendor_b,2023-02-10 00:06:59+00:00,2026-02-19 15:51:13+00:00
CUST-00787,,+2348048872850,vendor_b,2023-11-05 07:53:15+00:00,2026-02-19 15:51:13+00:00
CUST-00790,user67@mail.com,+2348092058189,vendor_b,2023-03-28 16:43:17+00:00,2026-02-19 15:51:13+00:00
CUST-00793,user277@shop.ng,+2348075479608,vendor_b,2023-06-23 01:26:39+00:00,2026-02-19 15:51:13+00:00
CUST-00794,user845@example.com,+2348055323065,vendor_b,2023-05-26 13:32:39+00:00,2026-02-19 15:51:13+00:00
CUST-00795,user430@pulse.africa,+2348091907952,vendor_a,2023-06-15 02:43:00+00:00,2026-02-19 15:51:13+00:00
CUST-00798,,+2348033732951,vendor_b,2023-12-12 10:03:06+00:00,2026-02-19 15:51:13+00:00
CUST-00799,user454@mail.com,+2348046115786,vendor_a,2023-05-25 15:38:00+00:00,2026-02-19 15:51:13+00:00
CUST-00800,user1024@example.com,+2348092732173,vendor_b,2023-06-23 05:05:11+00:00,2026-02-19 15:51:13+00:00
EMAIL::user1000@mail.com,user1000@mail.com,,vendor_b,2026-02-16 00:11:24+00:00,2026-02-19 04:11:24+00:00
EMAIL::user1003@shop.ng,user1003@shop.ng,,vendor_b,2023-02-06 23:30:41+00:00,2026-02-19 15:51:13+00:00
EMAIL::user1006@example.com,user1006@example.com,+2348087049595,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1006@mail.com,user1006@mail.com,+2348047621248,vendor_b,2023-05-10 00:29:19+00:00,2026-02-19 15:51:13+00:00
EMAIL::user1007@example.com,user1007@example.com,+2348020821631,vendor_a,2023-03-01 06:37:00+00:00,2026-02-19 15:51:13+00:00
EMAIL::user1009@pulse.africa,user1009@pulse.africa,,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1010@pulse.africa,user1010@pulse.africa,+2348027983351,vendor_a,2023-05-05 07:09:00+00:00,2026-02-19 15:51:13+00:00
EMAIL::user1011@mail.com,user1011@mail.com,+2348083357939,vendor_b,2023-12-03 08:00:19+00:00,2026-02-19 15:51:13+00:00
EMAIL::user1011@shop.ng,user1011@shop.ng,+2348099674912,vendor_a,2023-02-20 20:55:00+00:00,2026-02-19 15:51:13+00:00
EMAIL::user1012@example.com,user1012@example.com,+2348086809773,vendor_b,2023-12-13 03:48:48+00:00,2026-02-19 15:51:13+00:00
EMAIL::user1013@mail.com,user1013@mail.com,+2348011740480,vendor_a,2023-07-08 22:49:00+00:00,2026-02-19 15:51:13+00:00
EMAIL::user1014@example.com,user1014@example.com,,vendor_a,2026-02-19 21:07:15+00:00,2026-02-19 22:30:15+00:00
EMAIL::user1014@shop.ng,user1014@shop.ng,+2348070324953,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1016@mail.com,user1016@mail.com,,vendor_b,2026-02-19 15:32:24+00:00,2026-02-19 17:10:24+00:00
EMAIL::user1017@example.com,user1017@example.com,,vendor_a,2023-11-12 00:57:00+00:00,2026-02-19 15:51:13+00:00
EMAIL::user1025@example.com,user1025@example.com,,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user102@mail.com,user102@mail.com,,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1036@mail.com,user1036@mail.com,+2348030112846,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1036@shop.ng,user1036@shop.ng,+2348038876195,vendor_b,2023-05-30 04:32:09+00:00,2026-02-19 15:51:13+00:00
EMAIL::user1040@pulse.africa,user1040@pulse.africa,+2348047962005,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1042@example.com,user1042@example.com,,vendor_a,2026-02-19 04:13:36+00:00,2026-02-19 05:58:36+00:00
EMAIL::user1042@pulse.africa,user1042@pulse.africa,+2348023005510,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1042@shop.ng,user1042@shop.ng,+2348032872059,vendor_b,2023-04-10 22:15:48+00:00,2026-02-19 15:51:13+00:00
EMAIL::user1046@mail.com,user1046@mail.com,+2348014840043,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1047@shop.ng,user1047@shop.ng,+2348016844169,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1048@example.com,user1048@example.com,+2348082252947,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user104@example.com,user104@example.com,+2348084125405,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1050@pulse.africa,user1050@pulse.africa,,vendor_c,2026-02-19 04:21:44+00:00,2026-02-19 04:35:44+00:00
EMAIL::user1051@example.com,user1051@example.com,+2348024625059,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1053@example.com,user1053@example.com,+2348067513345,vendor_b,2023-11-19 08:00:24+00:00,2026-02-19 15:51:13+00:00
EMAIL::user1053@pulse.africa,user1053@pulse.africa,,vendor_c,2026-02-12 09:24:29+00:00,2026-02-19 18:24:29+00:00
EMAIL::user1053@shop.ng,user1053@shop.ng,+2348062249121,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1054@pulse.africa,user1054@pulse.africa,+2348050216633,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1056@mail.com,user1056@mail.com,+2348048643064,vendor_b,2023-11-27 13:01:59+00:00,2026-02-19 15:51:13+00:00
EMAIL::user1060@example.com,user1060@example.com,,vendor_a,2026-02-19 01:26:33+00:00,2026-02-19 01:58:33+00:00
EMAIL::user1063@example.com,user1063@example.com,+2348037845315,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1063@pulse.africa,user1063@pulse.africa,+2348094597065,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1071@pulse.africa,user1071@pulse.africa,+2348071342391,vendor_b,2023-09-18 23:08:10+00:00,2026-02-19 15:51:13+00:00
EMAIL::user1072@shop.ng,user1072@shop.ng,+2348082016051,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1073@mail.com,user1073@mail.com,,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1073@pulse.africa,user1073@pulse.africa,,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1074@example.com,user1074@example.com,+2348019976458,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1078@pulse.africa,user1078@pulse.africa,,vendor_c,2026-02-19 02:18:59+00:00,2026-02-19 03:18:59+00:00
EMAIL::user1082@shop.ng,user1082@shop.ng,,vendor_a,2023-11-13 14:00:00+00:00,2026-02-19 15:51:13+00:00
EMAIL::user1083@mail.com,user1083@mail.com,+2348038448890,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1083@shop.ng,user1083@shop.ng,+2348088161731,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1087@example.com,user1087@example.com,+2348016548156,vendor_a,2023-05-26 07:48:00+00:00,2026-02-19 15:51:13+00:00
EMAIL::user1087@mail.com,user1087@mail.com,,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1088@mail.com,user1088@mail.com,,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1088@pulse.africa,user1088@pulse.africa,,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1089@example.com,user1089@example.com,,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1091@mail.com,user1091@mail.com,+2348073660887,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1093@mail.com,user1093@mail.com,+2348050118830,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1096@pulse.africa,user1096@pulse.africa,+2348073768377,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1099@mail.com,user1099@mail.com,+2348044303825,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1100@example.com,user1100@example.com,,vendor_b,2023-02-13 11:25:09+00:00,2026-02-19 15:51:13+00:00
EMAIL::user1100@pulse.africa,user1100@pulse.africa,,vendor_c,2026-02-19 16:11:34+00:00,2026-02-19 16:22:34+00:00
EMAIL::user1101@shop.ng,user1101@shop.ng,+2348093321027,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1102@mail.com,user1102@mail.com,+2348019817970,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1105@mail.com,user1105@mail.com,+2348079162437,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1105@pulse.africa,user1105@pulse.africa,+2348067412571,vendor_b,2023-10-02 00:34:06+00:00,2026-02-19 15:51:13+00:00
EMAIL::user1109@example.com,user1109@example.com,,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1110@shop.ng,user1110@shop.ng,+2348026214033,vendor_a,2023-11-06 11:52:00+00:00,2026-02-19 15:51:13+00:00
EMAIL::user1111@pulse.africa,user1111@pulse.africa,+2348021403835,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1111@shop.ng,user1111@shop.ng,,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1112@pulse.africa,user1112@pulse.africa,+2348046901435,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1114@example.com,user1114@example.com,+2348058199211,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1115@mail.com,user1115@mail.com,+2348098336655,vendor_a,2023-01-03 01:37:00+00:00,2026-02-19 15:51:13+00:00
EMAIL::user1115@shop.ng,user1115@shop.ng,+2348097074691,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1118@pulse.africa,user1118@pulse.africa,+2348050546385,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1118@shop.ng,user1118@shop.ng,,vendor_a,2023-03-04 20:52:00+00:00,2026-02-19 15:51:13+00:00
EMAIL::user1119@shop.ng,user1119@shop.ng,,vendor_c,,2026-02-19 15:51:13+00:00
EMAIL::user1127@mail.com,user1127@mail.com,+2348024599356,vendor_a,2023-05-05 10:08:00+00:00,2026-02-19 15:51:13+00:00
EMAIL::user1129@pulse.africa,user1129@pulse.africa,,vendor_c,,2026-02-19 15:51:13+00:00
